ID,name,screen_name
586239738,Dr. Haya,Hayaalhumaidhi1
3009578690,مها أحمد راشد العبسي 🇧🇭البحرين🇧🇭,reemalrowahig
805362452644904961,нαωι ®,HAWiiiii1
1200893502,عبدُاللطيف,s12hiiiiii
1196515938180489217,أسيل🧜🏻‍♀️,girl_typhoone
570010111,عادل الحارثي,A_D_I_L_H
963959517720535041,س,perfectprinses
1193975239,أبو فيصل,tu4000
604980637,يوسف المعارك,MRyousef0
1220294623224107010,والدي يحارب السرطان,r3VYC5wl98Heqk3
3628867872,SARA ☕️🖤',Sara9a10
1027926206870691841,نشر المعرفة,IbrahimAlhunu
803939443409387522,مَشاعِل ✨,mash01_l
1087125547644317697,Noura.,N300n_
362096898,فوزية الحميضي,fawziahumaidhy
752682144212848640,عبدالله بن ختله |Abdullah Bin Khatlah,Abdallah_n2000
998597827,صريح,DdFf0349
1308412958,Eliea AlMuhanna,Nad3oolahoom
1237998766973747200,احمد الخطيب,tvdwFJByNuACS6C
782226645356777472,ABN DRWESH,N9_y9
266295187,سلطان بن شداد,sultanbinshadad
627389911,piece of heaven 🍃❄️,shadonah00
2837453474,فآذكروني أذكركم,OsOs_23
757076310,Reham,Roma_GG
1215923835859546112,عبدالله بن إبراهيم العُمري,A_alomari5200
389385603,missing out,azomania1
350468006,AK Saeed 🇾🇪,abd_ulkareem
798265837551501312,Ali Hassan,ali1234566a
490213242,FNH,afnanalasmari92
988986605917622273,Yusuf A,YUSUF_A_G
125255166,رايق,swsmr
3255522536,ليلى الحمراء-1114,laylaalhamraa
904597556,NawafBinTariq​⁷,NawafTD7
1118148340309475330,يقين,_ER444
3121993969,خالد بن دخيل اللهIYI,ib2ci
590562321,ريم صديق,Smas1432
938707122,𝓐𝓵_𝓜7𝓽𝓻𝓶,Al_M7trm
1141376851174133760,دكتور ( تابعني أتابعك ),Dr_0089
251602182,د. عبدالله القفاري,alqefari
747684079,Nedaa,Nedaa_a17
375937522,فهد الغامدي,Falghamdi77
2891485278,بشاير سعود,Bashayers3
474380372,بــخـــيــت - MBS,Baz2O18
397270044,عاصم الرويلي,I3A9M
467273242,احمد الشيباني,ahmed0544
280251498,محمد بن عبدالعزيز الشريم,mshraim
948856023498084352,dr-Abdulaziz Almuzaini,ammzieny
752428411570810880,طلال بن عمرو TBA .,T_____1
875773388,هنا الخرج Ⓜ,Here_Kharj
629745358,Osama Khan,KhanOsamah
868921616771813376,ٰ,Monica__6
809618800001753089,FJR DESIGN,fjrdesign
342342877,ياسر ميمش,YasserM9
206367839,Mohamed Alyami,MALSWAR
1675419408,ملك,suzi_ucl
525452692,مستشار تدريب و تنمية بشرية,MahmoudTawfiq79
2684359052,🇸🇦BEN7OOSHUB,Ben_7ooshub
4627034907,محمد الهاجري  KSA,mmhajri111
622708931,••{{ Normal Person }}••,gloi12
1599763993,فهد نزال,g9_f
2503504630,Âbō AšŚêr,D7D7__30
378175688,طارق السمان,tariq20samman
452452152,يوميات Google,ikb_01
1174336045997088771,TITI,taiif_q
1714107942,Jalal Al-Kendi,j_kendi
2606382446,شهد سلمّان,_shi0x
129801801,مشعل بن راشد,Mishal_Rashid
438554672,البلجيك,bdwy69fahm
1239339309691482152,Mr. Fahad🏅,T2Cmm
3307461570,Almetairi,almetairi_om
360302945,Ahmed AlFozan,alfozan_ahmed
1226428138961481729,Dr.Al-Hanoof👩🏻‍⚕️👩🏻‍🎓♥️,2030girl1
548215552,أم ألين🌙,rorohh77
814873353307750400,شِـ|мвѕ☤.,sh_em56
1236307112139141120,Hisham,Hisham25770235
1213599985,عبدالله زين,Abdullah_zain3
395009726,اللهم ارحم والدي,3br_alzmaan
544466222,abdulaziz asiri,abdulaziz1330
1396061467,بن زيد🔥🇸🇦🔥,EBINzead
349102980,حسن النعماني,Hasan_Batis
2372028730,خلود,Kholoudalwahbi
377335258,مفرح الشقيقي,Mofareh5
1238489705097965569,MAGED🖤,X3000G
877494837712498688,سما تاكسي,SMATAXI
376028319,﮼سلطان،بن،عبدالله,SultanBNabdulah
1455111241,Black March | MBS,FREEDOM_005
585577485,سلطان المطيري,sulyan3023
470187404,خالد,otaibyk
1039028777559498752,بروفيسور هلالي عالمي 💙💪,ksa_saudi2019
460552297,فيصل,F___2012
986080195072446464,NOUF 🥇,noufii_27
1224499638457323521,اخبار كورونا,dralpha17
1491194917,walaa,WalaaShammakh
352806835,معتزه,Me3tazzah
1320653628,علي الجابري,a_koko22
2185094083,احمد الزهراني,aslikes21
3067355874,saad,saad9s99
451850088,ممدوح الذويبي,DOH_F
448291101,أريج بنت حمد القحطاني,AlQahtaniAreej1
1023329529799106560,𝕊ℍ𝔸ℍ𝔹𝔸ℤ 𝔹𝔸𝔹𝔸,khadim_k_khadim
480256975,RASHED ALHADADI,RashedBinmoh
1199766137648623616,Mohamed Yehia,Muuhammad16
1238435143045599233,N✨,Nns_2111
991365316637839365,﮼نون،,N24N1992
1210311492765134850,قناة كاتي tv,mh2652142135
2257985198,Pedo_sh,bedo_shfc
990390073412739072,ً,xiisiiis
1238250833206226944,الغريب للعود,alg_oud2
471268931,LuLu  AL _ Suwilem,honololo77
760898846033580032,محمد العالمي,mm9979971
926910860961964032,Lily ☾,LilyIla38
1241138877236199426,محمد الحلافي,MRashedalhlafi
1361808836,Heba.A,Heba_A_Turk
1042745099606806528,PureOasis,PureoasisSA
945993769912012800,Khaled alhamidi,Khaledalhamidi7
1659210805,خديجه ال مزهر..,kadejah2015
253041492,قبلة الدنيا | مكة المكرمة,makkawicom
971803696974704641,المندق الان,al_mandq
1100190769,بدر الظلام ابو ريان,bdrr74
1611006384,د.ابراهيم الزبني,ebrahimalzabny
898048807,Amjad Aljaloud 💕🕊,dramgads
360099790,خالد العثيم,aboazzam6099
371848075,Fai Abdulrahman,f1u2
1596184064,Nada🌸🌸,alsaidee
1181584662,،،,MiSsInG_BooK
868135718731882497,هناء,hnai1418
855431910,بشاير الهويريني,bsh_aziz
537138535,ستيكر Sticker 365,sticker_365
284189594,Mohammad Alkhazim,alkhazimm
3237812297,عــــمــــر تراوري,amor_1a2m3o4r
193461291,مسفر ال حواش Misfer Al Hawash,misfer64
708650954581811200,عابرة,m1sadi
546837919,Hussain,WafeMm
4659662541,عبيدبن سلطان ابن عور,alzaim2016
1184611956759695364,محمد الصحبي شعايره,ASirin84
267003461,د. حاتم آل جزاع,Dr_AlJazzaa
494431561,أحمد المصيبيح,Ahmedalmusibh
430246107,الإعلامي / عبدالرحمن بن نداء .,vbi199
2928648096,Just_Bader ⚪️,baderm878
352702159,Mohammed Mosa Bakkar,bakkarmm
2324413578,عبدالله العريج,Abdulluh2010
1112087842572959745,bassam albassam,bassama22780878
441040916,حمود العصيمي,HmuodAlotaibi
2312599523,EMA 🇸🇦,l__ll0
372494106,المحامي هزاع الظفيري,loyerhazza700
156943785,Jamal 💚 جمال J.A,jandijani
1124617609226407936,روز,1BkY5LvovF6QhEC
843121513557622788,حسين بن علي الجعيب,7s_7b2
893743803810578434,RAD_J مطلق☢️,RADJ21295938
2448278995,🧗🏻‍♀️,fancy_no8
1134905418122240000,محسن عبدالله التركي,Mahsanalturki
908107286161362944,Marwa,Marwa_kh2_2
3139430503,‏رحـــᖇᎯᏲᎯᏝـال,ma___90
803958666,Tahani,T_M_B_S
4879997614,Alaa Ali,alaa_gallry8
389955011,Ayman,Aymanalhashim
187404933,عبدالعزيز المرشد ★★★,AzAlmarshad
1196265688798810112,أيمن البكر,aymanalbakr
1030130724979044352,وَحده,gonysh_
1152295107804192768,TimeLapse.sa,timelapse_sa
1014457330870734848,wed MAJDALI,wed30730163
750831564,Mouneera..,MA_A22
785301474,محمد القحطاني ‏𓅓,MohammedQ7R
1205868101029580800,Qayyum shafee,qayyom_shafee
2322623564,🦋Maha Albraikan,Mahabdulah
1151689972900081664,راجيه رحمة الله,brAoMA5iqyv8813
555505330,Hamato_Algebail,hamato229
402324362,H ɑ̠ d є є lˇ⚕,Hadolah_MF
2822239676,Lum,x4luma
2312212950,Resaly رسالي,AlResaly
179275052,чάħчά م /مستشار,dpdd2
1082698387,أبـــرار ..,ABRARAL7RBY
1094385678761320449,اوڤا,Ovahoiz
609531725,مجنونة الليث❤️⚽️,Roooro20002
907081457390292992,محمد ( شخص من الماضي ) ..,5aWazlE2fDfgd1M
506188527,MUTEB AL-SUBAIE,Muteb_alsubaie
858344086989942784,ABDULMALIK,qalam_bin_manie
1224065934383558662,صوت الحق,SawtAlhk
611558927,الإعلامي - يوسف القضيِّب,yalgadhib
861463662652993536,بو براهيم,yasir_hakami
250388825,SAEED ALGHAMDI,DR_SAEED_GHAMDI
2280059248,حِــكايهـ... 🔯,tweta2014
2354993375,Mohammad alkeshan,alkeshan1987
1157368164293971968,خالد💛الزعيم العالمي💛 الاستثنائي💛,khaled16280433
2608683211,elaf,elafalsanosi
462990760,عبدالله الزهراني,abdullahalzah23
1058953742,Mohammad Mordi,NAJM
359162532,Eng. Bader,baderaldosry
566754459,د.خالد الحمدان,KSA_PeriImplant
711073489,السلام الوطني,alsalam_ksa
450691863,Sarah Alangari,SaraahAQ
547115680,عقار السعودية,AqaarKSA
258789461,د. نجوىٰ,Dr_Njoo
96650718,أمل السلمان,amaldesign1
749526224,قلبي معك,love_2000h
710042673,#محمد_آل_مداوي الوادعي,almodawi11
509508917,فَهد الحميدآني,fahadalwsain
1079672338206085120,Dr. Hamsa Banjer د. همسه بنجر,H_Banjer
745145818953318401,سجى | مُزهره,dr_saja_a
464814461,7essah,7essah_F
2333783134,afnan,afnandos
472203708,هشام ابراهيم التميمي,HishamTamimi
1949468988,Ahmad Khalaf,AhmadTKhalaf
505376054,Firyal Alhassan فريال الحسن,FM1Pro
1089624624,ابو حمود السلمي,bvd_515
473385067,#أبـووســـام,itti_abd
1217847363009687554,عبدالرحمن,AIK3_
1206273875199348736,F A H A D,Faha_2020
349959525,Mohammed,albijadi
345252462,shurooq 🇸🇦,shroo8ah
255917080,Mutaz Mousa(Mateldo),mateldo
552611849,مرام الراشد,maram_al_otaibi
2610187148,مقاولات إنجاز مكة,enjazmakkah
461856994,N A D A Abdullateef,nadaghamdi
1184694962702770176,توليب,TMa36M
1238769885171326976,Roaaehsan,Roaa98856765
1145676786170236929,أسأل منسوبي الصحة,AskMOH5
165866798,د. حسين الهمل,alhamalhu
898392781302804481,نون,Unique__1995
251005690,Noura S. AL-Saud,Noura_Saud
370227379,سامي الدهمشي 🖊,sami_al3nzi
1025046778448629760,مؤيد💙,moayeed3
1001818915729747968,AbdullahAlmodowhعبدالله المدوح  صدقة جارية,almodowh
413317837,المدرب. معاذ العامر,moaathalamer
1003127254036238337,أ.د.مطقع,m6a83
504361145,مجالس الهضاب سطيف,MajalissElHidab
725090789643194372,tumooh_asd,TumoohA
914157789160837120,النخبة 🌐,Alnukkhba
1173349731269058565,Little.ideas,Littleideas1
962294660147400705,صدقة جارية✨,njhaa10
1041813852751585280,Raneem,95_nema
1151385612,فاتن العجروش,AFattona
880923164,إعلام الرس,arrassmedia
1163421817,لاإله إلا الله,meshael2014
839776739979067394,Ahmed,ahmmmut
594607977,Ahmed Hesham (ITSH),AhmedxHesham
1101518545924571137,TooT,fthar242
808354690480087040,فرفشة,yaseer1426y
1079796207822823424,🌼.,violet_1122
1217932038898159617,🖤,nmdec16
489608012,نوف.,N_altmemy
486379850,Khaled Al-Attas,k_attas
1082231612,ناصر الحربي 🇸🇦🇸🇦🇸🇦,minturaab
345005725,Abrar.,_abraralajmi_
951515360448208896,أبو عبدالملك,hadifahadmater
338959639,Mohamed Aljahani محمد الجهني,MohamedAljahani
2490053658,بـشايــر,besh_m25
845315236613832704,Haythamboy,iLobo47
1218881202805006337,Pirnnessالكهرمان للشعر🌺,pirnness
513921352,عبدالله بن حزام العبدلي,abdallh1384
612912640,لطيفة الملحم,latefah222
4063597793,﮼أناقة،جنوبية🕊,Soso002019
555456962,HATEM H.T.H ♕нг̵̵c,al_7aarbi_
924000164079128576,لطفي الدوسري,LutfiAlDossari
1020506432,✨Noora✨,NonoToot66
1190294791730421760,نــون العنزي 😴🎶,nosh72467296
941590468114206720,ηαѕнωα,Nashwafwahba
1190381633024733184,ابو عبدالله ( حسابي الاول توقف ),Abo_A33
718842376932958209,رابطة عبدة الإعلامية,rabtatabdah1437
1432161901,Dr.Khaled alrefai,alrefai_dr
315429821,أشواق الغامدي,ashwagmg
1056154146108305408,إيمان العليان 🇸🇦,AbtMOmPwDDIPpfV
426932982,mohammed alsaleh,mohd_s_alqhtany
1322605506,فيصل الحبلاني ⚖️,1faisal1
454410148,سعود السليمان,saud_alsuliman
526272961,Esam,EsamZafar
834497500769878024,🦋وتين 💛💙,wetanksa
858177933751570432,🥇Iدِيْفَرَنْت |العالمي🎗,difrent10
484897048,م. #شايق_العصيمي,SHAIQSAUD
2908956127,فيصل عقيلي,faisal_ageeli
3243641292,Gifts.World.F,faten_abody
4105542550,Mead Bint Saad,Mead8787
941010408,منصور المالكي,mansor969
1241049618575695874,ثنيـــــانـهٰ,thunayanh11
713799642065055744,alitos ☭,alitos175
273109468,.,Me9GaL
835059638928293888,Dr.Reem Alabdulwahab,DrRAlabdulwahab
122903217,سعد المطيري,SaadALMutery
396038762,Faris Alasmari 🇸🇦,FarisAlAsmari
2215230426,د. عباس #العصيمي,alknaan2014
2336741436,د. صالح المالك,AlmalekDr
1231897919562887168,بن عتيق 🇸🇦 #2030,mohammedAlatee6
14225337,د.حسين مرفق Hussein Morfeq,H_Morfeq
918512991431249921,Aml,its2mml
1085789887,سعود حبيب الهفتاء,saud05007
411887096,ahmad alshehri,alshehri_ahmad
1214237670718636033,د. عبدالمجيد الفاخري,AlFakhriA
4216733512,ريان علي الأحمدي,rayan_4405
219708804,أفناں,avnans
525333321,المحامي وليد المسند,walmesnd1
387056127,perfect MAX,drfalshahrani
538619664,• zooz • 🇸🇦,zooz_n90
2793884656,Sara Al-Qahtani,Sara1234Sf85
1241114385533280258,﮼ابومحمد ﮼العالمي,cfx_61
479953106,#عبدالمجيد_آل_موسى ⚖,a_majeedmousa
442795736,azhar,azhar_aljarrash
4854041589,ﺷـﺪں.,4SHDN
445117104,حميد الشمري,hameedAljrwane
546853483,مجهولة,Angle4413
1228792456336093230,imazen.,iplacebo6
1006752763953500160,molsses,_eve90
435978721,Ablah M عبلة مُرشد,ablahmurshid
40875946,Ahmed Ajlan,al3ali
1395061040,القارشــه,monera95
1235306363238178818,#KingOfAsia ملك_آسيا#,HilalKingOfAsia
935922960833146880,دلال,d_dlal8
976146776196608000,shikah saad.,sia__81
251234439,YAHYA AL BASSAMI,YahyaALbassami
1384176649,afrah,__afrah3
391277229,المحامي عبدالله اليوسف⚖,AbdullAlyousef
